anchor_id,anchor_title,anchor_year,anchor_tag,anchor_crew_count,rank,neighbor_id,neighbor_title,neighbor_year,cosine_sim,shared_crew_count,shared_crew_sample,label,notes
tt1392190,Mad Max: Fury Road,2015,recent,20,7,tt1550625,Tear Void Insomnia Mist,2008,0.9615,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,8,tt0163529,The Assault,1998,0.9602,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,9,tt0079103,Elvis,1979,0.9600,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,10,tt0240628,James Dean,2001,0.9600,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,1,tt0099101,Banani,1990,0.9655,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,2,tt1389497,Incitation aux plaisirs,1981,0.9504,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,3,tt0052572,Apur Sansar,1959,0.9477,5,Bibhutibhushan Bandyopadhyay; Dulal Dutta; Ravi Shankar; Satyajit Ray; Subrata Mitra,relevant,
tt0048473,Pather Panchali,1955,obscure,16,4,tt0329449,Oiseau de sang,1984,0.9416,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,5,tt0233004,Il était une fois le diable,1986,0.9415,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,6,tt10829906,150 jubileusz. Part 1,2003,0.9349,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,7,tt0214862,Knut Formos siste jakt,1973,0.9340,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,8,tt0123219,Payan Kudaki,1994,0.9275,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,9,tt0316869,Le voyage d'Amélie,1974,0.9265,0,,irrelevant,
tt0048473,Pather Panchali,1955,obscure,16,10,tt0134791,Lilli Carati Dream's,1987,0.9265,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,1,tt0057611,Tystnaden,1963,0.9677,4,Ingmar Bergman; Jörgen Lindström; Sven Nykvist; Ulla Ryghe,relevant,
tt0060827,Persona,1966,obscure,11,2,tt0171044,58 másodperc,1964,0.9533,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,3,tt0058124,För att inte tala om alla dessa kvinnor,1964,0.9504,4,Bibi Andersson; Ingmar Bergman; Sven Nykvist; Ulla Ryghe,relevant,
tt0060827,Persona,1966,obscure,11,4,tt0171035,Hol zsarnokság van' (Egy bíró visszaemlékezései),1989,0.9490,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,5,tt0171437,Kilencedik emelet,1979,0.9489,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,6,tt0061340,Agonizando en el crimen,1968,0.9481,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,7,tt0171501,Magányosok klubja,1976,0.9473,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,8,tt0067500,La noche del terror ciego,1972,0.9469,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,9,tt0070963,El último viaje,1974,0.9466,0,,irrelevant,
tt0060827,Persona,1966,obscure,11,10,tt0158556,A City in History,1966,0.9445,0,,irrelevant,
